Type,Root Function Name,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"Root","sre_parse.Pattern.__init__","sre_parse.Pattern.__init__",54,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Pattern.__init__","sre_parse.parse",54,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.Pattern.closegroup","sre_parse.Pattern.closegroup",118,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Pattern.closegroup","sre_parse._parse",118,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.Pattern.closegroup","list.remove",118,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","sre_parse.Pattern.opengroup","sre_parse.Pattern.opengroup",118,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Pattern.opengroup","sre_parse._parse",118,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.Pattern.opengroup","dict.get",45,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","sre_parse.Pattern.opengroup","list.append",118,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","sre_parse.SubPattern.__getitem__","sre_parse.SubPattern.__getitem__","2,458",0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.__getitem__","sre_compile._compile","1,408",0.00,0.00,0.00,0.00,"sre_compile.py",
"Caller","sre_parse.SubPattern.__getitem__","sre_compile._compile_info",45,0.00,0.00,0.00,0.00,"sre_compile.py",
"Caller","sre_parse.SubPattern.__getitem__","sre_compile._simple",189,0.00,0.00,0.00,0.00,"sre_compile.py",
"Caller","sre_parse.SubPattern.__getitem__","sre_parse._parse",711,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.__getitem__","sre_parse._parse_sub",105,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.SubPattern.__getitem__","isinstance","2,458",0.00,0.00,0.00,0.00,"builtins",
"Callee","sre_parse.SubPattern.__getitem__","sre_parse.SubPattern.__init__",237,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.SubPattern.__init__","sre_parse.SubPattern.__init__",594,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.__init__","sre_parse._parse",321,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.__init__","sre_parse._parse_sub",36,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.__init__","sre_parse.SubPattern.__getitem__",237,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.SubPattern.__len__","sre_parse.SubPattern.__len__",886,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.__len__","len",307,0.00,0.00,0.00,0.00,"builtins",
"Caller","sre_parse.SubPattern.__len__","sre_compile._compile_info",30,0.00,0.00,0.00,0.00,"sre_compile.py",
"Caller","sre_parse.SubPattern.__len__","sre_parse._parse",474,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.__len__","sre_parse._parse_sub",75,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.SubPattern.__len__","len",886,0.00,0.00,0.00,0.00,"builtins",
"Root","sre_parse.SubPattern.__setitem__","sre_parse.SubPattern.__setitem__",237,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.__setitem__","sre_parse._parse",237,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.SubPattern.append","sre_parse.SubPattern.append",868,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.append","sre_parse._parse",832,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.append","sre_parse._parse_sub",36,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.SubPattern.append","list.append",868,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","sre_parse.SubPattern.getwidth","sre_parse.SubPattern.getwidth",825,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.getwidth","sre_compile._compile",5,0.00,0.00,0.00,0.00,"sre_compile.py",
"Caller","sre_parse.SubPattern.getwidth","sre_compile._compile_info",54,0.00,0.00,0.03,0.00,"sre_compile.py",
"Caller","sre_parse.SubPattern.getwidth","sre_compile._simple",237,0.00,0.00,0.00,0.00,"sre_compile.py",
"Caller","sre_parse.SubPattern.getwidth","sre_parse.SubPattern.getwidth",529,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.SubPattern.getwidth","max",126,0.00,0.00,0.00,0.00,"builtins",
"Callee","sre_parse.SubPattern.getwidth","min","1,304",0.00,0.00,0.00,0.00,"builtins",
"Callee","sre_parse.SubPattern.getwidth","sre_parse.SubPattern.getwidth",529,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.Tokenizer.__init__","sre_parse.Tokenizer.__init__",54,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Tokenizer.__init__","sre_parse.parse",54,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.Tokenizer.__init__","sre_parse.__next",54,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.Tokenizer.get","sre_parse.Tokenizer.get","7,044",0.01,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Tokenizer.get","sre_parse._class_escape",70,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Tokenizer.get","sre_parse._parse","6,920",0.01,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Tokenizer.get","sre_parse.parse",54,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.Tokenizer.get","sre_parse.__next","7,044",0.01,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.Tokenizer.match","sre_parse.Tokenizer.match","1,750",0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Tokenizer.match","sre_parse._parse","1,254",0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Tokenizer.match","sre_parse._parse_sub",496,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.Tokenizer.match","sre_parse.__next",607,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.Tokenizer.seek","sre_parse.Tokenizer.seek",1,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Tokenizer.seek","sre_parse._parse",1,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.Tokenizer.tell","sre_parse.Tokenizer.tell",3,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Tokenizer.tell","sre_parse._parse",3,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","str.encode","str.encode",488,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.encode","email.charset.Charset.__init__",2,0.00,0.00,0.00,0.00,"charset.py",
"Caller","str.encode","email.quoprimime (module)",2,0.00,0.00,0.00,0.00,"quoprimime.py",
"Caller","str.encode","urllib.parse.<dictcomp>",484,0.00,0.00,0.00,0.00,"parse.py",
"Root","str.endswith","str.endswith",998,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.endswith",".find_eggs_in_zip",2,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","str.endswith",".find_on_path",984,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","str.endswith","EggProvider._setup_prefix",12,0.00,0.00,0.00,0.00,"__init__.py",
"Root","str.find","str.find",122,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.find","sysconfig.get_platform",2,0.00,0.00,0.00,0.00,"sysconfig.py",
"Caller","str.find","zipfile.ZipInfo.__init__",120,0.00,0.00,0.00,0.00,"zipfile.py",
"Root","str.format","str.format",47,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.format","collections.<genexpr>",21,0.00,0.00,0.00,0.00,"collections.py",
"Caller","str.format","collections.<genexpr>",21,0.00,0.00,0.00,0.00,"collections.py",
"Caller","str.format","collections.namedtuple",5,0.00,0.00,0.01,0.01,"collections.py",
"Root","str.isalnum","str.isalnum",169,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.isalnum","collections.<genexpr>",169,0.00,0.00,0.00,0.00,"collections.py",
"Root","str.isdigit","str.isdigit",26,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.isdigit","collections.namedtuple",26,0.00,0.00,0.00,0.00,"collections.py",
"Root","str.join","str.join",174,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.join","collections.namedtuple",10,0.00,0.00,0.02,0.01,"collections.py",
"Caller","str.join","ntpath.normpath",15,0.00,0.00,0.00,0.00,"ntpath.py",
"Caller","str.join","re.escape",1,0.00,0.00,0.00,0.00,"re.py",
"Caller","str.join","version.Version.__str__",14,0.00,0.00,0.01,0.00,"version.py",
"Caller","str.join","ZipProvider._index",134,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","str.join","collections.<genexpr>",26,0.00,0.00,0.00,0.00,"collections.py",
"Callee","str.join","collections.<genexpr>",26,0.00,0.00,0.00,0.00,"collections.py",
"Callee","str.join","version.<genexpr>",24,0.00,0.00,0.00,0.00,"version.py",
"Callee","str.join","version.<genexpr>",6,0.00,0.00,0.00,0.00,"version.py",
"Root","str.lower","str.lower",600,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.lower",".find_on_path",500,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","str.lower",".from_location",16,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","str.lower",".key",8,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","str.lower","EggProvider._setup_prefix",12,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","str.lower","email.charset.Charset.__init__",2,0.00,0.00,0.00,0.00,"charset.py",
"Caller","str.lower","ntpath.normcase",58,0.00,0.00,0.00,0.00,"ntpath.py",
"Caller","str.lower","socket (module)",1,0.00,0.00,0.00,0.00,"socket.py",
"Caller","str.lower","sysconfig.get_platform",1,0.00,0.00,0.00,0.00,"sysconfig.py",
"Caller","str.lower","version._parse_letter_version",2,0.00,0.00,0.00,0.00,"version.py",
"Root","str.lstrip","str.lstrip",15,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.lstrip","ntpath.normpath",15,0.00,0.00,0.00,0.00,"ntpath.py",
"Root","str.replace","str.replace",203,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.replace",".<genexpr>",120,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","str.replace","collections.namedtuple",9,0.00,0.00,0.00,0.00,"collections.py",
"Caller","str.replace","ntpath.normcase",58,0.00,0.00,0.00,0.00,"ntpath.py",
"Caller","str.replace","ntpath.normpath",15,0.00,0.00,0.00,0.00,"ntpath.py",
"Caller","str.replace","zipfile.ZipFile.__init__",1,0.00,0.00,0.00,0.00,"zipfile.py",
"Root","str.rfind","str.rfind",846,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.rfind","genericpath._splitext",846,0.00,0.00,0.00,0.00,"genericpath.py",
"Root","str.split","str.split",150,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.split","collections.namedtuple",4,0.00,0.00,0.00,0.00,"collections.py",
"Caller","str.split","ntpath.normpath",15,0.00,0.00,0.00,0.00,"ntpath.py",
"Caller","str.split","NullProvider._fn",5,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","str.split","version.Version.__init__",6,0.00,0.00,0.00,0.00,"version.py",
"Caller","str.split","ZipProvider._index",120,0.00,0.00,0.00,0.00,"__init__.py",
"Root","str.startswith","str.startswith",105,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.startswith","._initialize",38,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","str.startswith","collections.namedtuple",21,0.00,0.00,0.00,0.00,"collections.py",
"Caller","str.startswith","Distribution.__getattr__",12,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","str.startswith","ntpath.normpath",30,0.00,0.00,0.00,0.00,"ntpath.py",
"Caller","str.startswith","socket (module)",1,0.00,0.00,0.00,0.00,"socket.py",
"Caller","str.startswith","ZipProvider._zipinfo_name",3,0.00,0.00,0.00,0.00,"__init__.py",
"Root","str.upper","str.upper",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.upper","os.encodekey",1,0.00,0.00,0.00,0.00,"os.py",
"Root","string (module)","string (module)",1,0.00,0.00,3.02,0.03,"string.py",
"Caller","string (module)","pygame (module)",1,0.00,0.00,3.02,0.03,"__init__.py",
"Callee","string (module)","__build_class__",4,0.00,0.00,0.75,0.09,"builtins",
"Root","string.__init__","string.__init__",1,0.00,0.00,2.64,0.11,"string.py",
"Caller","string.__init__","__build_class__",1,0.00,0.00,2.64,0.11,"builtins",
"Callee","string.__init__","re.compile",1,0.00,0.00,2.52,0.04,"re.py",
"Callee","string.__init__","re.escape",1,0.00,0.00,0.01,0.01,"re.py",
"Root","string._multimap","string._multimap",1,0.00,0.00,0.00,0.00,"string.py",
"Caller","string._multimap","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","string._TemplateMetaclass","string._TemplateMetaclass",1,0.00,0.00,0.00,0.00,"string.py",
"Caller","string._TemplateMetaclass","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","string.Formatter","string.Formatter",1,0.00,0.00,0.00,0.00,"string.py",
"Caller","string.Formatter","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","string.Template","string.Template",1,0.00,0.00,0.00,0.00,"string.py",
"Caller","string.Template","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","subprocess (module)","subprocess (module)",1,0.00,0.00,0.71,0.20,"subprocess.py",
"Caller","subprocess (module)","platform (module)",1,0.00,0.00,0.71,0.20,"platform.py",
"Callee","subprocess (module)","__build_class__",4,0.00,0.00,0.13,0.12,"builtins",
"Callee","subprocess (module)","list.extend",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","subprocess.CalledProcessError","subprocess.CalledProcessError",1,0.00,0.00,0.00,0.00,"subprocess.py",
"Caller","subprocess.CalledProcessError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","subprocess.Popen","subprocess.Popen",1,0.00,0.00,0.01,0.01,"subprocess.py",
"Caller","subprocess.Popen","__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
"Root","subprocess.pywintypes","subprocess.pywintypes",1,0.00,0.00,0.00,0.00,"subprocess.py",
"Caller","subprocess.pywintypes","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","subprocess.STARTUPINFO","subprocess.STARTUPINFO",1,0.00,0.00,0.00,0.00,"subprocess.py",
"Caller","subprocess.STARTUPINFO","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","symbol (module)","symbol (module)",1,0.00,0.00,0.06,0.06,"symbol.py",
"Caller","symbol (module)"," (module)",1,0.00,0.00,0.06,0.06,"__init__.py",
"Callee","symbol (module)","dict.items",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","symbol (module)","globals",1,0.00,0.00,0.00,0.00,"builtins",
"Root","sys._getframe","sys._getframe",5,0.00,0.00,0.00,0.00,"sys",
"Caller","sys._getframe","collections.namedtuple",5,0.00,0.00,0.00,0.00,"collections.py",
"Root","sys.exc_info","sys.exc_info",7,0.00,0.00,0.00,0.00,"sys",
"Caller","sys.exc_info","pygame.compat.geterror",3,0.00,0.00,0.00,0.00,"compat.py",
"Caller","sys.exc_info","pygame.MissingModule.__init__",3,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","sys.exc_info","types (module)",1,0.00,0.00,0.00,0.00,"types.py",
"Root","sys.getwindowsversion","sys.getwindowsversion",2,0.00,0.00,0.00,0.00,"sys",
"Caller","sys.getwindowsversion","pygame (module)",2,0.00,0.00,0.00,0.00,"__init__.py",
"Root","sysconfig.get_platform","sysconfig.get_platform",1,0.00,0.00,0.01,0.01,"sysconfig.py",
"Caller","sysconfig.get_platform",".get_build_platform",1,0.00,0.00,0.01,0.01,"__init__.py",
"Callee","sysconfig.get_platform","len",1,0.00,0.00,0.00,0.00,"builtins",
"Callee","sysconfig.get_platform","str.find",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","sysconfig.get_platform","str.lower",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","tarfile (module)","tarfile (module)",1,0.01,0.01,13.64,7.75,"tarfile.py",
"Caller","tarfile (module)","shutil (module)",1,0.01,0.01,13.64,7.75,"shutil.py",
"Callee","tarfile (module)","__build_class__",20,0.00,0.00,0.08,0.08,"builtins",
"Callee","tarfile (module)","copy (module)",1,0.00,0.00,4.28,4.12,"copy.py",
"Root","tarfile._BZ2Proxy","tarfile._BZ2Proxy",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Caller","tarfile._BZ2Proxy","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","tarfile._FileInFile","tarfile._FileInFile",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Caller","tarfile._FileInFile","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","tarfile._LowLevelFile","tarfile._LowLevelFile",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Caller","tarfile._LowLevelFile","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","tarfile._Stream","tarfile._Stream",1,0.00,0.00,0.01,0.01,"tarfile.py",
"Caller","tarfile._Stream","__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
"Root","tarfile._StreamProxy","tarfile._StreamProxy",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Caller","tarfile._StreamProxy","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","tarfile.CompressionError","tarfile.CompressionError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Caller","tarfile.CompressionError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","tarfile.EmptyHeaderError","tarfile.EmptyHeaderError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Caller","tarfile.EmptyHeaderError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","tarfile.EOFHeaderError","tarfile.EOFHeaderError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Caller","tarfile.EOFHeaderError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","tarfile.ExFileObject","tarfile.ExFileObject",1,0.00,0.00,0.01,0.01,"tarfile.py",
"Caller","tarfile.ExFileObject","__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
"Root","tarfile.ExtractError","tarfile.ExtractError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Caller","tarfile.ExtractError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","tarfile.HeaderError","tarfile.HeaderError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Caller","tarfile.HeaderError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","tarfile.InvalidHeaderError","tarfile.InvalidHeaderError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Caller","tarfile.InvalidHeaderError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","tarfile.ReadError","tarfile.ReadError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Caller","tarfile.ReadError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","tarfile.StreamError","tarfile.StreamError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Caller","tarfile.StreamError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","tarfile.SubsequentHeaderError","tarfile.SubsequentHeaderError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Caller","tarfile.SubsequentHeaderError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","tarfile.TarError","tarfile.TarError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Caller","tarfile.TarError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","tarfile.TarFile","tarfile.TarFile",1,0.00,0.00,0.02,0.02,"tarfile.py",
"Caller","tarfile.TarFile","__build_class__",1,0.00,0.00,0.02,0.02,"builtins",
"Root","tarfile.TarInfo","tarfile.TarInfo",1,0.00,0.00,0.02,0.02,"tarfile.py",
"Caller","tarfile.TarInfo","__build_class__",1,0.00,0.00,0.02,0.02,"builtins",
"Root","tarfile.TarIter","tarfile.TarIter",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Caller","tarfile.TarIter","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","tarfile.TruncatedHeaderError","tarfile.TruncatedHeaderError",1,0.00,0.00,0.00,0.00,"tarfile.py",
"Caller","tarfile.TruncatedHeaderError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","tempfile (module)","tempfile (module)",1,0.00,0.00,4.70,4.25,"tempfile.py",
"Caller","tempfile (module)"," (module)",1,0.00,0.00,4.70,4.25,"__init__.py",
"Callee","tempfile (module)","__build_class__",4,0.00,0.00,0.11,0.10,"builtins",
"Callee","tempfile (module)","_thread.allocate_lock",1,0.00,0.00,0.00,0.00,"_thread",
"Callee","tempfile (module)","hasattr",5,0.00,0.00,0.00,0.00,"builtins",
"Root","tempfile._RandomNameSequence","tempfile._RandomNameSequence",1,0.00,0.00,0.01,0.01,"tempfile.py",
"Caller","tempfile._RandomNameSequence","__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
"Root","tempfile._TemporaryFileWrapper","tempfile._TemporaryFileWrapper",1,0.00,0.00,0.01,0.01,"tempfile.py",
"Caller","tempfile._TemporaryFileWrapper","__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
"Root","tempfile.SpooledTemporaryFile","tempfile.SpooledTemporaryFile",1,0.00,0.00,0.01,0.01,"tempfile.py",
"Caller","tempfile.SpooledTemporaryFile","__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
"Root","tempfile.TemporaryDirectory","tempfile.TemporaryDirectory",1,0.00,0.00,0.01,0.01,"tempfile.py",
"Caller","tempfile.TemporaryDirectory","__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
"Root","textwrap (module)","textwrap (module)",1,0.00,0.00,1.11,0.01,"textwrap.py",
"Caller","textwrap (module)"," (module)",1,0.00,0.00,1.11,0.01,"__init__.py",
"Callee","textwrap (module)","__build_class__",1,0.00,0.00,0.84,0.09,"builtins",
"Callee","textwrap (module)","re.compile",2,0.00,0.00,0.13,0.00,"re.py",
"Root","textwrap.TextWrapper","textwrap.TextWrapper",1,0.00,0.00,0.75,0.01,"textwrap.py",
"Caller","textwrap.TextWrapper","__build_class__",1,0.00,0.00,0.75,0.01,"builtins",
"Callee","textwrap.TextWrapper","ord",7,0.00,0.00,0.00,0.00,"builtins",
"Callee","textwrap.TextWrapper","re.compile",3,0.00,0.00,0.25,0.00,"re.py",
"Root","threading (module)","threading (module)",1,0.00,0.00,1.80,0.16,"threading.py",
"Caller","threading (module)","multiprocessing.util (module)",1,0.00,0.00,1.80,0.16,"util.py",
"Callee","threading (module)","__build_class__",12,0.00,0.00,0.08,0.07,"builtins",
"Callee","threading (module)","_thread.allocate_lock",1,0.00,0.00,0.00,0.00,"_thread",
"Callee","threading (module)","_weakrefset.WeakSet.__init__",1,0.00,0.00,0.00,0.00,"_weakrefset.py",
"Callee","threading (module)","threading._MainThread.__init__",1,0.00,0.00,0.70,0.15,"threading.py",
"Root","threading._BoundedSemaphore","threading._BoundedSemaphore",1,0.00,0.00,0.00,0.00,"threading.py",
"Caller","threading._BoundedSemaphore","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","threading._Condition","threading._Condition",1,0.00,0.00,0.00,0.00,"threading.py",
"Caller","threading._Condition","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","threading._Condition.__init__","threading._Condition.__init__",2,0.00,0.00,0.01,0.01,"threading.py",
"Caller","threading._Condition.__init__","threading.Condition",2,0.00,0.00,0.01,0.01,"threading.py",
"Callee","threading._Condition.__init__","threading._Verbose.__init__",2,0.00,0.00,0.00,0.00,"threading.py",
"Root","threading._Condition._is_owned","threading._Condition._is_owned",1,0.00,0.00,0.00,0.00,"threading.py",
"Caller","threading._Condition._is_owned","threading._Condition.notify",1,0.00,0.00,0.00,0.00,"threading.py",
"Callee","threading._Condition._is_owned","_thread.lock.acquire",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","threading._Condition.notify","threading._Condition.notify",1,0.00,0.00,0.09,0.09,"threading.py",
"Caller","threading._Condition.notify","threading._Condition.notify_all",1,0.00,0.00,0.09,0.09,"threading.py",
"Callee","threading._Condition.notify","threading._Condition._is_owned",1,0.00,0.00,0.00,0.00,"threading.py",
"Callee","threading._Condition.notify","threading._Verbose._note",1,0.00,0.00,0.00,0.00,"threading.py",
"Root","threading._Condition.notify_all","threading._Condition.notify_all",1,0.00,0.00,0.14,0.04,"threading.py",
"Caller","threading._Condition.notify_all","threading._Event.set",1,0.00,0.00,0.14,0.04,"threading.py",
"Callee","threading._Condition.notify_all","len",1,0.00,0.00,0.00,0.00,"builtins",
"Callee","threading._Condition.notify_all","threading._Condition.notify",1,0.00,0.00,0.09,0.09,"threading.py",
"Root","threading._DummyThread","threading._DummyThread",1,0.00,0.00,0.00,0.00,"threading.py",
"Caller","threading._DummyThread","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","threading._Event","threading._Event",1,0.00,0.00,0.00,0.00,"threading.py",
"Caller","threading._Event","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","threading._Event.__init__","threading._Event.__init__",1,0.00,0.00,0.10,0.05,"threading.py",
"Caller","threading._Event.__init__","threading.Event",1,0.00,0.00,0.10,0.05,"threading.py",
"Callee","threading._Event.__init__","_thread.allocate_lock",1,0.00,0.00,0.00,0.00,"_thread",
"Callee","threading._Event.__init__","threading._Verbose.__init__",1,0.00,0.00,0.00,0.00,"threading.py",
"Callee","threading._Event.__init__","threading.Condition",1,0.00,0.00,0.05,0.04,"threading.py",
"Root","threading._Event.set","threading._Event.set",1,0.00,0.00,0.19,0.05,"threading.py",
"Caller","threading._Event.set","threading._MainThread.__init__",1,0.00,0.00,0.19,0.05,"threading.py",
"Callee","threading._Event.set","_thread.lock.acquire",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","threading._Event.set","_thread.lock.release",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","threading._Event.set","threading._Condition.notify_all",1,0.00,0.00,0.14,0.04,"threading.py",
"Root","threading._MainThread","threading._MainThread",1,0.00,0.00,0.00,0.00,"threading.py",
"Caller","threading._MainThread","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","threading._MainThread.__init__","threading._MainThread.__init__",1,0.00,0.00,0.70,0.15,"threading.py",
"Caller","threading._MainThread.__init__","threading (module)",1,0.00,0.00,0.70,0.15,"threading.py",
"Callee","threading._MainThread.__init__","threading._Event.set",1,0.00,0.00,0.19,0.05,"threading.py",
"Callee","threading._MainThread.__init__","threading.Thread.__init__",1,0.00,0.00,0.35,0.19,"threading.py",
"Callee","threading._MainThread.__init__","threading.Thread._set_ident",1,0.00,0.00,0.00,0.00,"threading.py",
"Root","threading._MainThread._set_daemon","threading._MainThread._set_daemon",1,0.00,0.00,0.00,0.00,"threading.py",
"Caller","threading._MainThread._set_daemon","threading.Thread.__init__",1,0.00,0.00,0.00,0.00,"threading.py",
