Type,Root Function Name,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"Callee","racing-game-fixed.Game.addNormalCar","racing-game-fixed.NormalCar.__init__",185,0.59,0.00,4.30,0.01,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.addNormalCar","random.Random.choice",185,0.00,0.00,0.01,0.00,"random.py",
"Root","racing-game-fixed.Game.doPhysics","racing-game-fixed.Game.doPhysics","7,907",35.44,5.81,6.05,0.99,"racing-game-fixed.py",
"Caller","racing-game-fixed.Game.doPhysics","racing-game-fixed.Game.loop","7,907",35.44,5.81,6.05,0.99,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.doPhysics","len","589,517",0.02,0.02,0.00,0.00,"builtins",
"Callee","racing-game-fixed.Game.doPhysics","racing-game-fixed.checkCollision","24,974,353",27.44,11.08,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.doPhysics","racing-game-fixed.GameObject.hit","18,774",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.doPhysics","racing-game-fixed.NormalCar.hit","362,087",2.17,0.08,0.01,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.doPhysics","racing-game-fixed.PlayerCar.hit","2,699",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.Game.draw","racing-game-fixed.Game.draw","7,907",6.35,0.13,1.08,0.02,"racing-game-fixed.py",
"Caller","racing-game-fixed.Game.draw","racing-game-fixed.Game.loop","7,907",6.35,0.13,1.08,0.02,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.draw","racing-game-fixed.GUI.beginDraw","7,907",0.93,0.01,0.16,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.draw","racing-game-fixed.GUI.endDraw","7,907",1.11,0.01,0.19,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.draw","racing-game-fixed.Road.display","7,907",2.73,0.01,0.47,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.draw","racing-game-fixed.Sprite.display","573,615",1.44,0.22,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.Game.init","racing-game-fixed.Game.init",1,0.33,0.00,448.72,1.12,"racing-game-fixed.py",
"Caller","racing-game-fixed.Game.init","racing-game-fixed.Game.__init__",1,0.33,0.00,448.72,1.12,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.init","list.append",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","racing-game-fixed.Game.init","pygame.base.init",1,0.12,0.12,164.58,164.58,"pygame.base",
"Callee","racing-game-fixed.Game.init","racing-game-fixed.Camera.__init__",1,0.00,0.00,0.01,0.01,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.init","racing-game-fixed.GUI.__init__",1,0.19,0.00,253.00,0.96,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.init","racing-game-fixed.PlayerCar.__init__",1,0.00,0.00,3.15,0.29,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.init","racing-game-fixed.Road.__init__",1,0.02,0.00,26.84,0.86,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.init","time.time",1,0.00,0.00,0.01,0.01,"time",
"Root","racing-game-fixed.Game.loop","racing-game-fixed.Game.loop",1,99.40,0.09,"134,212.79",117.47,"racing-game-fixed.py",
"Caller","racing-game-fixed.Game.loop","racing-game-fixed.Game.__init__",1,99.40,0.09,"134,212.79",117.47,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.loop","Clock.tick","7,907",54.88,54.88,9.37,9.37,"Unidentifiable Method",
"Callee","racing-game-fixed.Game.loop","pygame.event.get","7,907",0.75,0.75,0.13,0.13,"pygame.event",
"Callee","racing-game-fixed.Game.loop","pygame.time.Clock",1,0.00,0.00,0.00,0.00,"pygame.time",
"Callee","racing-game-fixed.Game.loop","racing-game-fixed.Game.addChallenge","7,907",0.65,0.02,0.11,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.loop","racing-game-fixed.Game.doPhysics","7,907",35.44,5.81,6.05,0.99,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.loop","racing-game-fixed.Game.draw","7,907",6.35,0.13,1.08,0.02,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.loop","racing-game-fixed.Game.removeDead","7,907",0.17,0.16,0.03,0.03,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.loop","racing-game-fixed.Game.update","7,907",1.08,0.11,0.18,0.02,"racing-game-fixed.py",
"Root","racing-game-fixed.Game.processPlayer","racing-game-fixed.Game.processPlayer","7,907",0.04,0.02,0.01,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Game.processPlayer","racing-game-fixed.Game.update","7,907",0.04,0.02,0.01,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.processPlayer","pygame.key.get_pressed","7,907",0.02,0.02,0.00,0.00,"pygame.key",
"Callee","racing-game-fixed.Game.processPlayer","racing-game-fixed.PlayerCar.goLeft",622,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.processPlayer","racing-game-fixed.PlayerCar.goRight",628,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.processPlayer","racing-game-fixed.PlayerCar.goStraight","6,657",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.Game.quit","racing-game-fixed.Game.quit",1,0.18,0.00,238.19,0.01,"racing-game-fixed.py",
"Caller","racing-game-fixed.Game.quit","racing-game-fixed.Game.__init__",1,0.18,0.00,238.19,0.01,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.quit","pygame.base.quit",1,0.18,0.18,238.18,238.18,"pygame.base",
"Root","racing-game-fixed.Game.removeDead","racing-game-fixed.Game.removeDead","7,907",0.17,0.16,0.03,0.03,"racing-game-fixed.py",
"Caller","racing-game-fixed.Game.removeDead","racing-game-fixed.Game.loop","7,907",0.17,0.16,0.03,0.03,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.removeDead","list.remove",177,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","racing-game-fixed.Game.update","racing-game-fixed.Game.update","7,907",1.08,0.11,0.18,0.02,"racing-game-fixed.py",
"Caller","racing-game-fixed.Game.update","racing-game-fixed.Game.loop","7,907",1.08,0.11,0.18,0.02,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.update","racing-game-fixed.Camera.update","7,907",0.01,0.01,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.update","racing-game-fixed.Car.update","570,621",0.88,0.31,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.update","racing-game-fixed.Explosion.update","3,171",0.01,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.update","racing-game-fixed.Game.processPlayer","7,907",0.04,0.02,0.01,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Game.update","racing-game-fixed.Road.update","7,907",0.03,0.03,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.GameObject","racing-game-fixed.GameObject",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.GameObject","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","racing-game-fixed.GameObject.__init__","racing-game-fixed.GameObject.__init__",275,0.69,0.00,3.38,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.GameObject.__init__","racing-game-fixed.Car.__init__",186,0.02,0.00,0.13,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.GameObject.__init__","racing-game-fixed.Explosion.__init__",89,0.67,0.00,10.17,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.GameObject.__init__","racing-game-fixed.Sprite.__init__",275,0.69,0.00,3.38,0.01,"racing-game-fixed.py",
"Root","racing-game-fixed.GameObject.explode","racing-game-fixed.GameObject.explode",89,2.09,0.00,31.70,0.01,"racing-game-fixed.py",
"Caller","racing-game-fixed.GameObject.explode","racing-game-fixed.NormalCar.hit",89,2.09,0.00,31.70,0.01,"racing-game-fixed.py",
"Callee","racing-game-fixed.GameObject.explode","list.append",89,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","racing-game-fixed.GameObject.explode","racing-game-fixed.Explosion.__init__",89,2.09,0.00,31.69,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.GameObject.hit","racing-game-fixed.GameObject.hit","18,774",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.GameObject.hit","racing-game-fixed.Game.doPhysics","18,774",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.GUI","racing-game-fixed.GUI",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.GUI","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","racing-game-fixed.GUI.__init__","racing-game-fixed.GUI.__init__",1,0.19,0.00,253.00,0.96,"racing-game-fixed.py",
"Caller","racing-game-fixed.GUI.__init__","racing-game-fixed.Game.init",1,0.19,0.00,253.00,0.96,"racing-game-fixed.py",
"Callee","racing-game-fixed.GUI.__init__","pygame.base.init",1,0.00,0.00,0.04,0.04,"pygame.base",
"Callee","racing-game-fixed.GUI.__init__","pygame.display.set_mode",1,0.19,0.01,251.11,7.87,"pygame.display",
"Callee","racing-game-fixed.GUI.__init__","pygame.Surface.convert",1,0.00,0.00,0.71,0.71,"Unidentifiable Method",
"Callee","racing-game-fixed.GUI.__init__","pygame.Surface.fill",1,0.00,0.00,0.12,0.12,"Unidentifiable Method",
"Callee","racing-game-fixed.GUI.__init__","pygame.Surface.get_size",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","racing-game-fixed.GUI.__init__","racing-game-fixed.GUI.setCaption",1,0.00,0.00,0.07,0.01,"racing-game-fixed.py",
"Root","racing-game-fixed.GUI.beginDraw","racing-game-fixed.GUI.beginDraw","7,907",0.93,0.01,0.16,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.GUI.beginDraw","racing-game-fixed.Game.draw","7,907",0.93,0.01,0.16,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.GUI.beginDraw","pygame.Surface.blit","7,907",0.92,0.92,0.16,0.16,"Unidentifiable Method",
"Root","racing-game-fixed.GUI.blitSurface","racing-game-fixed.GUI.blitSurface","589,429",3.92,0.29,0.01,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.GUI.blitSurface","racing-game-fixed.Sprite.display","589,429",3.92,0.29,0.01,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.GUI.blitSurface","pygame.Surface.blit","77,112",3.28,3.28,0.06,0.06,"Unidentifiable Method",
"Callee","racing-game-fixed.GUI.blitSurface","pygame.Surface.get_rect","589,429",0.06,0.06,0.00,0.00,"Unidentifiable Method",
"Callee","racing-game-fixed.GUI.blitSurface","racing-game-fixed.Camera.applyOffset","77,112",0.02,0.02,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.GUI.blitSurface","racing-game-fixed.Camera.canSee","589,429",0.27,0.27,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.GUI.endDraw","racing-game-fixed.GUI.endDraw","7,907",1.11,0.01,0.19,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.GUI.endDraw","racing-game-fixed.Game.draw","7,907",1.11,0.01,0.19,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.GUI.endDraw","pygame.display.flip","7,907",1.10,1.10,0.19,0.19,"pygame.display",
"Root","racing-game-fixed.GUI.setCaption","racing-game-fixed.GUI.setCaption",1,0.00,0.00,0.07,0.01,"racing-game-fixed.py",
"Caller","racing-game-fixed.GUI.setCaption","racing-game-fixed.GUI.__init__",1,0.00,0.00,0.07,0.01,"racing-game-fixed.py",
"Callee","racing-game-fixed.GUI.setCaption","pygame.display.set_caption",1,0.00,0.00,0.06,0.06,"pygame.display",
"Root","racing-game-fixed.Lane","racing-game-fixed.Lane",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Lane","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","racing-game-fixed.Lane.__init__","racing-game-fixed.Lane.__init__",5,0.00,0.00,0.04,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Lane.__init__","racing-game-fixed.Road.__init__",5,0.00,0.00,0.04,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Lane.__init__","print",5,0.00,0.00,0.03,0.03,"builtins",
"Root","racing-game-fixed.NormalCar","racing-game-fixed.NormalCar",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.NormalCar","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","racing-game-fixed.NormalCar.__init__","racing-game-fixed.NormalCar.__init__",185,0.59,0.00,4.30,0.01,"racing-game-fixed.py",
"Caller","racing-game-fixed.NormalCar.__init__","racing-game-fixed.Game.addNormalCar",185,0.59,0.00,4.30,0.01,"racing-game-fixed.py",
"Callee","racing-game-fixed.NormalCar.__init__","racing-game-fixed.AnimatedTexture.__init__",185,0.57,0.00,4.15,0.03,"racing-game-fixed.py",
"Callee","racing-game-fixed.NormalCar.__init__","racing-game-fixed.Car.__init__",185,0.02,0.00,0.14,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.NormalCar.__init__","random.Random.randrange",185,0.00,0.00,0.00,0.00,"random.py",
"Root","racing-game-fixed.NormalCar.act","racing-game-fixed.NormalCar.act","562,714",0.56,0.29,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.NormalCar.act","racing-game-fixed.Car.update","562,714",0.56,0.29,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.NormalCar.act","racing-game-fixed.Car.accelerate","562,714",0.27,0.27,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.NormalCar.hit","racing-game-fixed.NormalCar.hit","362,087",2.17,0.08,0.01,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.NormalCar.hit","racing-game-fixed.Game.doPhysics","362,087",2.17,0.08,0.01,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.NormalCar.hit","racing-game-fixed.Car.slow","7,842",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.NormalCar.hit","racing-game-fixed.GameObject.explode",89,2.09,0.00,31.70,0.01,"racing-game-fixed.py",
"Root","racing-game-fixed.PlayerCar","racing-game-fixed.PlayerCar",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.PlayerCar","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","racing-game-fixed.PlayerCar.__init__","racing-game-fixed.PlayerCar.__init__",1,0.00,0.00,3.15,0.29,"racing-game-fixed.py",
"Caller","racing-game-fixed.PlayerCar.__init__","racing-game-fixed.Game.init",1,0.00,0.00,3.15,0.29,"racing-game-fixed.py",
"Callee","racing-game-fixed.PlayerCar.__init__","racing-game-fixed.Car.__init__",1,0.00,0.00,0.38,0.28,"racing-game-fixed.py",
"Callee","racing-game-fixed.PlayerCar.__init__","racing-game-fixed.Texture.__init__",1,0.00,0.00,2.48,0.01,"racing-game-fixed.py",
"Root","racing-game-fixed.PlayerCar.goLeft","racing-game-fixed.PlayerCar.goLeft",622,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.PlayerCar.goLeft","racing-game-fixed.Game.processPlayer",622,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.PlayerCar.goRight","racing-game-fixed.PlayerCar.goRight",628,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.PlayerCar.goRight","racing-game-fixed.Game.processPlayer",628,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.PlayerCar.goStraight","racing-game-fixed.PlayerCar.goStraight","6,657",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.PlayerCar.goStraight","racing-game-fixed.Game.processPlayer","6,657",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.PlayerCar.hit","racing-game-fixed.PlayerCar.hit","2,699",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.PlayerCar.hit","racing-game-fixed.Game.doPhysics","2,699",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.PlayerCar.hit","racing-game-fixed.Car.slow","2,610",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.Road","racing-game-fixed.Road",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Road","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","racing-game-fixed.Road.__init__","racing-game-fixed.Road.__init__",1,0.02,0.00,26.84,0.86,"racing-game-fixed.py",
"Caller","racing-game-fixed.Road.__init__","racing-game-fixed.Game.init",1,0.02,0.00,26.84,0.86,"racing-game-fixed.py",
"Callee","racing-game-fixed.Road.__init__","list.append",5,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","racing-game-fixed.Road.__init__","print",1,0.00,0.00,0.26,0.25,"builtins",
"Callee","racing-game-fixed.Road.__init__","racing-game-fixed.Lane.__init__",5,0.00,0.00,0.04,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Road.__init__","racing-game-fixed.Sprite.__init__",2,0.00,0.00,0.81,0.13,"racing-game-fixed.py",
"Callee","racing-game-fixed.Road.__init__","racing-game-fixed.Texture.__init__",2,0.02,0.00,11.96,0.05,"racing-game-fixed.py",
"Root","racing-game-fixed.Road.display","racing-game-fixed.Road.display","7,907",2.73,0.01,0.47,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Road.display","racing-game-fixed.Game.draw","7,907",2.73,0.01,0.47,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Road.display","racing-game-fixed.Sprite.display","15,814",2.72,0.02,0.23,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.Road.update","racing-game-fixed.Road.update","7,907",0.03,0.03,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Road.update","racing-game-fixed.Game.update","7,907",0.03,0.03,0.00,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Road.update","racing-game-fixed.Sprite.update","15,814",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.Sprite","racing-game-fixed.Sprite",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Sprite","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","racing-game-fixed.Sprite.__init__","racing-game-fixed.Sprite.__init__",277,0.69,0.00,3.36,0.01,"racing-game-fixed.py",
"Caller","racing-game-fixed.Sprite.__init__","racing-game-fixed.GameObject.__init__",275,0.69,0.00,3.38,0.01,"racing-game-fixed.py",
"Caller","racing-game-fixed.Sprite.__init__","racing-game-fixed.Road.__init__",2,0.00,0.00,0.81,0.13,"racing-game-fixed.py",
"Callee","racing-game-fixed.Sprite.__init__","racing-game-fixed.AnimatedTexture.scaleTo",274,0.69,0.00,3.39,0.02,"racing-game-fixed.py",
"Callee","racing-game-fixed.Sprite.__init__","racing-game-fixed.Texture.scaleTo",3,0.00,0.00,0.47,0.01,"racing-game-fixed.py",
"Root","racing-game-fixed.Sprite.display","racing-game-fixed.Sprite.display","589,429",4.16,0.24,0.01,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Sprite.display","racing-game-fixed.Game.draw","573,615",1.44,0.22,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Sprite.display","racing-game-fixed.Road.display","15,814",2.72,0.02,0.23,0.00,"racing-game-fixed.py",
"Callee","racing-game-fixed.Sprite.display","racing-game-fixed.GUI.blitSurface","589,429",3.92,0.29,0.01,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.Sprite.update","racing-game-fixed.Sprite.update","15,814",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Sprite.update","racing-game-fixed.Road.update","15,814",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Root","racing-game-fixed.Texture","racing-game-fixed.Texture",1,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","racing-game-fixed.Texture","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","racing-game-fixed.Texture.__init__","racing-game-fixed.Texture.__init__",3,0.02,0.00,8.80,0.04,"racing-game-fixed.py",
"Caller","racing-game-fixed.Texture.__init__","racing-game-fixed.PlayerCar.__init__",1,0.00,0.00,2.48,0.01,"racing-game-fixed.py",
"Caller","racing-game-fixed.Texture.__init__","racing-game-fixed.Road.__init__",2,0.02,0.00,11.96,0.05,"racing-game-fixed.py",
"Callee","racing-game-fixed.Texture.__init__","pygame.imageext.load_extended",3,0.01,0.01,4.77,4.77,"pygame.imageext",
"Callee","racing-game-fixed.Texture.__init__","pygame.Surface.convert_alpha",3,0.01,0.01,3.99,3.99,"Unidentifiable Method",
"Root","racing-game-fixed.Texture.scaleTo","racing-game-fixed.Texture.scaleTo",3,0.00,0.00,0.47,0.01,"racing-game-fixed.py",
